food,merge
"Soybeans, mature seeds, raw",
"Soybeans, mature seeds, roasted, no salt added",
"Soybeans, mature seeds, roasted, salted",
"Soybeans, mature seeds, sprouted, cooked, steamed",
"Soybeans, mature seeds, sprouted, cooked, steamed, with salt",
"Soybeans, mature seeds, sprouted, cooked, stir-fried",
"Soybeans, mature seeds, sprouted, cooked, stir-fried, with salt",
"Soybeans, mature seeds, sprouted, raw",
"Soymilk (All flavors), enhanced",
"Soymilk (All flavors), lowfat, with added calcium, vitamins A and D",
"Soymilk (all flavors), nonfat, with added calcium, vitamins A and D",
"Soymilk (all flavors), unsweetened, with added calcium, vitamins A and D",
"Soymilk, chocolate and other flavors, light, with added calcium, vitamins A and D",
"Soymilk, chocolate, nonfat, with added calcium, vitamins A and D",
"Soymilk, chocolate, unfortified",
"Soymilk, chocolate, with added calcium, vitamins A and D",
"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",
"Soymilk, original and vanilla, light, with added calcium, vitamins A and D",
"Soymilk, original and vanilla, unfortified",
"Soymilk, original and vanilla, with added calcium, vitamins A and D",
"Spaghetti, protein-fortified, cooked, enriched (n x 6.25)",
"Spaghetti, protein-fortified, dry, enriched (n x 6.25)",
"Spaghetti, spinach, cooked",
"Spaghetti, spinach, dry",
"Spanish rice mix, dry mix, prepared (with canola/vegetable oil blend or diced tomatoes and margarine)",
"Spanish rice mix, dry mix, unprepared",
"Spearmint, dried",
"Spearmint, fresh",
"Spelt, cooked",
"Spelt, uncooked",
"Spices, allspice, ground",
"Spices, anise seed",
"Spices, basil, dried",
"Spices, bay leaf",
"Spices, caraway seed",
"Spices, cardamom",
"Spices, celery seed",
"Spices, chervil, dried",
"Spices, chili powder",
"Spices, cinnamon, ground",
"Spices, cloves, ground",
"Spices, coriander leaf, dried",
"Spices, coriander seed",
"Spices, cumin seed",
"Spices, curry powder",
"Spices, dill seed",
"Spices, dill weed, dried",
"Spices, fennel seed",
"Spices, fenugreek seed",
"Spices, garlic powder",
"Spices, ginger, ground",
"Spices, mace, ground",
"Spices, marjoram, dried",
"Spices, mustard seed, ground",
"Spices, nutmeg, ground",
"Spices, onion powder",
"Spices, oregano, dried",
"Spices, paprika",
"Spices, parsley, dried",
"Spices, pepper, black",
"Spices, pepper, red or cayenne",
"Spices, pepper, white",
"Spices, poppy seed",
"Spices, poultry seasoning",
"Spices, pumpkin pie spice",
"Spices, rosemary, dried",
"Spices, saffron",
"Spices, sage, ground",
"Spices, savory, ground",
"Spices, tarragon, dried",
"Spices, thyme, dried",
"Spices, turmeric, ground",
Spinach souffle,
"Spinach, baby",
"Spinach, canned, no salt added, solids and liquids",
"Spinach, canned, regular pack, drained solids",
"Spinach, canned, regular pack, solids and liquids",
"Spinach, cooked, boiled, drained",
"Spinach, frozen, chopped or leaf, cooked, boiled, drained",
"Spinach, mature","Spinach, raw"
"Spinach, raw","Spinach, raw"
"Split pea soup, canned, reduced sodium, prepared with water or ready-to serve",
"Split pea with ham soup, canned, reduced sodium, prepared with water or ready-to-serve",
"Squash, Indian, cooked, boiled (Navajo)",
"Squash, Indian, raw (Navajo)",
"Squash, acorn, raw",
"Squash, butternut, raw",
"Squash, pie pumpkin, peeled, seeded, raw",
"Squash, spaghetti, peeled, seeded, raw",
"Squash, summer, all varieties, cooked, boiled, drained",
"Squash, summer, all varieties, raw",
"Squash, summer, crookneck and straightneck, canned, drained, solid, without salt",
"Squash, summer, crookneck and straightneck, cooked, boiled, drained",
"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained",
"Squash, summer, crookneck and straightneck, frozen, unprepared",
"Squash, summer, crookneck and straightneck, raw",
"Squash, summer, green, zucchini, includes skin, raw",
"Squash, summer, scallop, cooked, boiled, drained",
"Squash, summer, scallop, raw",
"Squash, summer, yellow, includes skin, raw",
"Squash, summer, zucchini, includes skin, cooked, boiled, drained",
"Squash, summer, zucchini, includes skin, frozen, cooked, boiled, drained",
"Squash, summer, zucchini, includes skin, frozen, unprepared",
"Squash, summer, zucchini, includes skin, raw",
"Squash, summer, zucchini, italian style, canned",
"Squash, winter, acorn, cooked, baked",
"Squash, winter, acorn, cooked, boiled, mashed",
"Squash, winter, acorn, raw",
"Squash, winter, all varieties, cooked, baked",
"Squash, winter, all varieties, raw",
"Squash, winter, butternut, cooked, baked",
"Squash, winter, butternut, frozen, cooked, boiled",
"Squash, winter, butternut, frozen, unprepared",
"Squash, winter, butternut, raw",
"Squash, winter, hubbard, baked",
"Squash, winter, hubbard, cooked, boiled, mashed",
"Squash, winter, hubbard, raw",
"Squash, winter, spaghetti, cooked, boiled, drained, or baked",
"Squash, winter, spaghetti, raw",
"Squash, yellow, raw",
"Squash, zucchini, baby, raw",
"Squash, zucchini, raw",
"Steelhead trout, boiled, canned (Alaska Native)",
"Steelhead trout, dried, flesh (Shoshone Bannock)",
"Stew, dumpling with mutton (Navajo)",
"Stew, hominy with mutton (Navajo)",
"Stew, moose (Alaska Native)",
"Stew, mutton, corn, squash (Navajo)",
"Stew, pinto bean and hominy, badufsuki (Hopi)",
"Stew, steamed corn (Navajo)",
"Stew/soup, caribou (Alaska Native)",
"Stinging Nettles, blanched (Northern Plains Indians)",
"Strawberries, canned, heavy syrup pack, solids and liquids",
"Strawberries, fresh, raw","Strawberries, raw"
"Strawberries, frozen, sweetened, sliced",
"Strawberries, raw","Strawberries, raw"
"Strawberry-flavor beverage mix, powder",
"Succotash, (corn and limas), canned, with cream style corn",
"Succotash, (corn and limas), canned, with whole kernel corn, solids and liquids",
"Succotash, (corn and limas), cooked, boiled, drained",
"Succotash, (corn and limas), frozen, cooked, boiled, drained",
"Succotash, (corn and limas), frozen, unprepared",
"Succotash, (corn and limas), raw",
"Sugar-apples, (sweetsop), raw",
"Sunflower seed kernels, raw",
"Sunflower seeds, dry roasted, salted",
"Sweet Potato puffs, frozen, unprepared",
"Sweet Potatoes, french fried, crosscut, frozen, unprepared",
"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",
"Sweet potato leaves, cooked, steamed",
"Sweet potato leaves, raw",
"Sweet potato, canned, mashed",
"Sweet potato, canned, syrup pack, drained solids",
"Sweet potato, canned, syrup pack, solids and liquids",
"Sweet potato, canned, vacuum pack",
"Sweet potato, cooked, baked in skin, flesh",
"Sweet potato, cooked, boiled, without skin",
"Sweet potato, cooked, boiled, without skin, with salt",
"Sweet potato, cooked, candied, home-prepared",
"Sweet potato, frozen, cooked, baked",
"Sweet potatoes, orange flesh, without skin, raw",
Tamales (Navajo),
"Tamales, masa and pork filling (Hopi)",
"Tamarind nectar, canned",
"Tamarinds, raw",
"Tangerine juice, raw",
"Tangerines, (mandarin oranges), canned, juice pack",
"Tangerines, (mandarin oranges), canned, juice pack, drained",
"Tangerines, (mandarin oranges), canned, light syrup pack",
"Tangerines, (mandarin oranges), raw",
"Tapioca, pearl, dry",
"Taro leaves, cooked, steamed",
"Taro leaves, raw",
"Taro shoots, cooked",
"Taro shoots, raw",
"Taro, cooked",
"Taro, raw",
"Taro, tahitian, cooked",
"Taro, tahitian, raw",
"Tea, herbal, brewed, Hohoysi (Hopi)",
"Tea, tundra, herb and laborador combination (Alaska Native)",
"Teff, cooked",
"Teff, uncooked",
Tempeh,
"Tempeh, cooked",
"Tennis Bread, plain (Apache)",
"Thyme, fresh",
Tofu yogurt,
"Tofu, dried-frozen (koyadofu)",
"Tofu, dried-frozen (koyadofu), prepared with calcium sulfate",
"Tofu, extra firm, prepared with nigari",
"Tofu, firm, prepared with calcium sulfate and magnesium chloride (nigari)",
"Tofu, fried",
"Tofu, fried, prepared with calcium sulfate",
"Tofu, hard, prepared with nigari",
"Tofu, raw, firm, prepared with calcium sulfate",
"Tofu, raw, regular, prepared with calcium sulfate",
"Tofu, salted and fermented (fuyu)",
"Tofu, salted and fermented (fuyu), prepared with calcium sulfate",
"Tofu, soft, prepared with calcium sulfate and magnesium chloride (nigari)",
"Tomatillos, dehusked, raw",
"Tomatillos, raw",
"Tomato and vegetable juice, low sodium",
"Tomato juice, canned",
"Tomato juice, with added ingredients, from concentrate, shelf stable",
Tomato powder,
"Tomato products, canned, puree",
"Tomato products, canned, sauce",
"Tomato products, canned, sauce, spanish style",
"Tomato products, canned, sauce, with herbs and cheese",
"Tomato products, canned, sauce, with mushrooms",
"Tomato products, canned, sauce, with onions",
"Tomato products, canned, sauce, with onions, green peppers, and celery",
"Tomato products, canned, sauce, with tomato tidbits",
"Tomato sauce, canned, no salt added",
"Tomato, paste, canned, double- concentrated, without salt added",
"Tomato, paste, canned, without salt added",
"Tomato, puree, canned",
"Tomato, puree, canned, no salt added",
"Tomato, puree, canned, salt added",
"Tomato, roma",
"Tomato, sauce, canned, with salt added",
"Tomatoes, canned",
"Tomatoes, canned, red, ripe, diced",
"Tomatoes, crushed, canned",
"Tomatoes, crushed, canned, no salt added",
"Tomatoes, crushed, canned, salt added",
"Tomatoes, grape, raw",
"Tomatoes, green, raw",
"Tomatoes, orange, raw",
"Tomatoes, red, ripe, canned, packed in tomato juice",
"Tomatoes, red, ripe, canned, packed in tomato juice, no salt added",
"Tomatoes, red, ripe, canned, stewed",
"Tomatoes, red, ripe, canned, with green chilies",
"Tomatoes, red, ripe, cooked",
"Tomatoes, red, ripe, cooked, stewed",
"Tomatoes, red, ripe, cooked, with salt",
"Tomatoes, red, ripe, raw, year round average",
"Tomatoes, sun-dried",
"Tomatoes, sun-dried, packed in oil, drained",
"Tomatoes, whole, canned, solids and liquids, with salt added",
"Tomatoes, yellow, raw",
"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",
"Tortilla chips, low fat, baked without fat",
"Tortilla chips, yellow, plain, salted",
"Tortilla, blue corn, Sakwavikaviki (Hopi)",
"Tortilla, includes plain and from mutton sandwich (Navajo)",
"Tree fern, cooked",
Triticale,
"Triticale flour, whole-grain",
"Turnip greens and turnips, frozen, cooked, boiled, drained",
"Turnip greens and turnips, frozen, unprepared",
"Turnip greens, canned, no salt added",
"Turnip greens, canned, solids and liquids",
"Turnip greens, cooked, boiled, drained",
"Turnip greens, frozen, cooked, boiled, drained",
"Turnip greens, frozen, unprepared",
"Turnip greens, raw",
"Turnips, cooked, boiled, drained",
"Turnips, frozen, cooked, boiled, drained",
"Turnips, frozen, unprepared",
"Turnips, raw",
"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",
Vanilla extract,
"Vanilla extract, imitation, alcohol",
"Vanilla extract, imitation, no alcohol",
Vegetable Oil (100% Soybean Oil),
"Vegetable juice cocktail, canned",
"Vegetable juice cocktail, low sodium, canned",
"Vegetable oil, palm kernel",
"Vegetable oil-butter spread, reduced calorie",
"Vegetables, mixed (corn, lima beans, peas, green beans, carrots) canned, no salt added",
"Vegetables, mixed, canned, drained solids",
"Vegetables, mixed, canned, solids and liquids",
"Vegetables, mixed, frozen, cooked, boiled, drained",
"Vegetables, mixed, frozen, unprepared",
Vegetarian fillets,
"Veggie burgers or soyburgers, unprepared",
"Vermicelli, made from soy",
"Vinegar, balsamic",
"Vinegar, cider",
"Vinegar, distilled",
"Vinegar, red wine",
"Vinespinach, (basella), raw",
Vital wheat gluten,
Wasabi,
"Wasabi, root, raw",
"Water convolvulus, cooked, boiled, drained",
"Water convolvulus,raw",
"Water, bottled, generic",
"Water, non-carbonated, bottles, natural fruit flavors, sweetened with low calorie sweetener",
"Water, with corn syrup and/or sugar and low calorie sweetener, fruit flavored",
"Waterchestnuts, chinese, (matai), raw",
"Waterchestnuts, chinese, canned, solids and liquids",
"Watercress, raw",
"Watermelon, raw",
"Waxgourd, (chinese preserving melon), cooked, boiled, drained",
"Waxgourd, (chinese preserving melon), raw",
"Wheat bran, crude",
"Wheat flour, white (industrial), 10% protein, bleached, enriched",
"Wheat flour, white (industrial), 10% protein, bleached, unenriched",
"Wheat flour, white (industrial), 10% protein, unbleached, enriched",
"Wheat flour, white (industrial), 11.5% protein, bleached, enriched",
"Wheat flour, white (industrial), 11.5% protein, bleached, unenriched",
"Wheat flour, white (industrial), 11.5% protein, unbleached, enriched",
"Wheat flour, white (industrial), 13% protein, bleached, enriched",
"Wheat flour, white (industrial), 13% protein, bleached, unenriched",
"Wheat flour, white (industrial), 15% protein, bleached, enriched",
"Wheat flour, white (industrial), 15% protein, bleached, unenriched",
"Wheat flour, white (industrial), 9% protein, bleached, enriched",
"Wheat flour, white (industrial), 9% protein, bleached, unenriched",
"Wheat flour, white, all-purpose, enriched, bleached",
"Wheat flour, white, all-purpose, enriched, calcium-fortified",
"Wheat flour, white, all-purpose, enriched, unbleached",
"Wheat flour, white, all-purpose, self-rising, enriched",
"Wheat flour, white, all-purpose, unenriched",
"Wheat flour, white, bread, enriched",
"Wheat flour, white, cake, enriched",
"Wheat flour, white, tortilla mix, enriched",
"Wheat flour, whole-grain, soft wheat",
"Wheat flours, bread, unenriched",
"Wheat germ, crude",
"Wheat, durum",
"Wheat, hard red spring",
"Wheat, hard red winter",
"Wheat, hard white",
"Wheat, soft red winter",
"Wheat, soft white",
"Wheat, sprouted",
"Whey, acid, dried",
"Whey, acid, fluid",
"Whey, sweet, dried",
"Whey, sweet, fluid",
"Whipped cream substitute, dietetic, made from powdered mix",
"Whipped topping, frozen, low fat",
"Whiskey sour mix, bottled, with added potassium and sodium",
"White rice, long grain, unenriched",
Whole eggs,
Whole eggs dried,
"Wild rice, cooked",
"Wild rice, dry, raw",
"Wild rice, raw",
"Willow, leaves in oil (Alaska Native)",
"Willow, young leaves, chopped (Alaska Native)",
"Winged bean leaves, raw",
"Winged bean tuber, raw",
